amazon-order-id,merchant-order-id,purchase-date,last-updated-date,order-status,fulfillment-channel,sales-channel,order-channel,ship-service-level,product-name,sku,asin,number-of-items,item-status,quantity,currency,item-price,item-tax,shipping-price,shipping-tax,gift-wrap-price,gift-wrap-tax,item-promotion-discount,ship-promotion-discount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,is-business-order,price-designation,buyer-company-name,license-state,license-expiration-date,is-iba,order-invoice-type
304-2880781-1358717,304-2880781-1358717,2026-03-12T10:36:28+00:00,2026-03-12T10:36:37+00:00,Pending,Amazon,Amazon.de,,Standard,Spigen iPhone 17 Pro Max Hülle [2025 Upgrade Kamerasteuerung] Ultra Hybrid T MagFit [Dura Clear Tech] Case Handyhülle Transparent Kompatibel mit Mag,ACS10468PAN,B0FH5TQSL2,,Unshipped,1,EUR,20.98,,,,,,,,Thessaloniki,Kalamaria,55132,GR,,True,Business Price,CONTECH SOLUTIONS LTD,,,False,
303-3211419-7902750,303-3211419-7902750,2026-03-16T11:23:18+00:00,2026-03-16T11:23:56+00:00,Pending,Amazon,Amazon.de,,Standard,"Spigen AlignMaster Schutzfolie kompatibel mit Google Pixel 8 Pro, 2 Stück, Kratzfest, 9H Härte Folie",AGL07395EUP,B0CMRJSVY5,,Unshipped,1,EUR,19.95,,,,,,,,Zagreb,Grad Zagreb,10110,HR,,False,,,,,False,
305-9886864-1473905,305-9886864-1473905,2026-03-02T20:07:43+00:00,2026-03-03T11:10:30+00:00,Shipped,Amazon,Amazon.de,,Standard,"Spigen Glas.tR EZ Fit Pro Schutzfolie kompatibel mit Samsung Galaxy S26 Ultra, 2 Stück, inklusive Installationskit, Kratzfest, Kristallklar, 10H+ Hä",AGL11068PAN,B0G7S8J7SJ,,Shipped,1,EUR,23.99,3.45,,,,,2.02,,Hohenkammer,,85411,DE,PLM-03368c6e-208f-4ebc-9ad4-f82535855c78,False,,,,,False,
305-2495725-9941924,305-2495725-9941924,2026-03-18T19:05:55+00:00,2026-03-19T01:21:14+00:00,Shipped,Amazon,Amazon.de,,Expedited,Spigen für Samsung Galaxy S24 FE Hülle [Anti Vergilbung] Ultra Hybrid Handyhülle Samsung S24 FE Transparent Durchsichtig -Crystal Clear,ACS08620PAN,B0D7NR6Q87,,Shipped,1,EUR,17.14,2.86,,,,,,,Oberwaltersdorf,,2522,AT,,False,,,,,False,
302-4889006-1791510,302-4889006-1791510,2026-03-28T11:05:52+00:00,2026-03-29T18:21:36+00:00,Shipped,Amazon,Amazon.de,,Expedited,Spigen Ultra Hybrid Pro Hülle Kompatibel mit iPad Pro 13 Zoll M5 (2025) / M4 (2024) Chip Case mit Transparente Hartschale Auto Schlaf/Wach Funktion S,ACS07006PAN,B0CW2DRJ9R,,Shipped,1,EUR,31.99,4.87,,,,,1.27,,Telgte,,48291,DE,"e921def6-1f7c-49bd-bd55-5f501eff70da,직판4팀_DE_골라담기_2차_5%_iPad Pro 13 M5_chaeeun_251125",False,,,,,False,
028-4395140-8804342,028-4395140-8804342,2026-03-12T23:22:59+00:00,2026-03-13T09:27:07+00:00,Shipped,Amazon,Amazon.de,,Standard,"Spigen Rugged Armor Hülle Kompatibel mit iPhone SE, iPhone 5s und iPhone 5 -Schwarz",041CS20167PAN,B01BEDNUDK,,Shipped,1,EUR,13.39,2.68,8.03,1.61,,,,,Copenhagen,,2450,DK,,False,,,,,False,
028-4568095-9065117,028-4568095-9065117,2026-03-30T20:34:17+00:00,2026-03-31T18:57:57+00:00,Cancelled,Amazon,Amazon.de,,Standard,"Spigen Volkswagen Schlüsselhülle [1 Stück], TPU Schlüsselgehäuse, Autoschlüssel Hülle für VW, SKODA mit Karabiner und Riemen, Kompatibel mit V",ACS10426PAN,B0FQRC6K3T,,Cancelled,0,,,,,,,,,,Klettgau,,79771,DE,,False,,,,,False,
305-0755487-7223505,305-0755487-7223505,2026-03-25T00:14:34+00:00,2026-03-25T00:15:14+00:00,Cancelled,Amazon,Amazon.de,,Expedited,Spigen für iPhone 16 Pro Hülle [Anti-Yellowing] Ultra Hybrid MagFit Case Handyhülle Transparent Dünn Slim Kompatibel mit MagSafe -Neo One,ACS08792PAN,B0D9MWQBL7,,Cancelled,0,,,,,,,,,,Davos,Graubünden,7270,CH,,False,,,,,False,
302-1539306-0185151,302-1539306-0185151,2026-03-13T07:33:43+00:00,2026-03-13T14:38:55+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Liquid Air für Samsung Galaxy S26 Hülle [rutschfest] Slim TPU mit Truss-Design, Militärgeprüfter Schutz, Sound Tunnel Technologie Case Hand",ACS11054PAN,B0FVB2PF8R,,Shipped,1,EUR,13.59,2.17,,,,,,,Nürnberg,,90469,DE,,False,,,,,False,
302-8628723-3558767,302-8628723-3558767,2026-03-29T12:02:37+00:00,2026-03-30T01:06:03+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Liquid Air für Samsung Galaxy S26 Hülle [rutschfest] Slim TPU mit Truss-Design, Militärgeprüfter Schutz, Sound Tunnel Technologie Case Hand",ACS11054PAN,B0FVB2PF8R,,Shipped,1,EUR,16.99,2.71,,,,,,,Sasbach,Baden-Würtemberg,77880,DE,,False,,,,,False,
306-7427375-4537953,306-7427375-4537953,2026-03-14T01:15:18+00:00,2026-03-14T01:15:26+00:00,Pending,Amazon,Amazon.de,,Expedited,"Spigen iPhone Air Hülle [2025 Upgrade 360° Ständer] [Dura Clear] Ultra Hybrid S MagFit Case Handyhülle Stoßfest Kratzfest, Kompatibel mit MagSafe",ACS09926PAN,B0FD2FMDS8,,Unshipped,1,EUR,21.24,,,,,,,,München,,81369,DE,,False,,,,,False,
028-9689017-4749950,028-9689017-4749950,2026-03-21T11:32:34+00:00,2026-03-21T11:32:45+00:00,Pending,Amazon,Amazon.de,,Standard,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit Samsung Galaxy Watch8, 40mm, 2 Stück, Nicht hüllenfreundlich, Kratzfest, 9H Härte Folie",AGL09874EUP,B0F97TWP9R,,Unshipped,1,EUR,16.17,,,,,,,,Zolder,limburg,3550,BE,,False,,,,,False,
306-0998716-0684319,306-0998716-0684319,2026-03-19T01:35:39+00:00,2026-03-20T00:34:25+00:00,Shipped,Amazon,Amazon.de,,Standard,"Spigen Parallax MagFit Hülle für Google Pixel 10 und Pixel 10 Pro, Kompatibel Mit Pixelsnap und MagSafe [2025 Neue Funktion] -Midnight Blue",ACS09710PAN,B0F49GQVQ3,,Shipped,1,EUR,25.41,4.41,3.3,0.57,,,,,Brno,Jihomoravsky kraj,63900,CZ,,False,,,,,False,
028-1591745-6174722,028-1591745-6174722,2026-03-24T15:36:31+00:00,2026-03-24T21:41:47+00:00,Shipped,Amazon,Amazon.de,,Expedited,Spigen iPhone 17 Hülle [Spigen Signature] Ultra Hybrid MagFit [Dura Clear Tech] Case Handyhülle Transparent Kompatibel mit MagSafe -Clear White,ACS10082PAN,B0FD2K58MF,,Shipped,1,EUR,19.99,3.19,,,,,,,Weiden i.d.OPf.,Bayern,92637,DE,,False,,,,,False,
304-8568900-3928314,304-8568900-3928314,2026-03-03T10:50:03+00:00,2026-03-03T20:03:41+00:00,Shipped,Amazon,Amazon.de,,Expedited,Spigen Vault Hülle Case Kompatibel mit AirPods Pro 3. Generation (2025) mit Sicherem Magnetverschluss - Matt Schwarz,ACS09826PAN,B0FCVK9G1F,,Shipped,1,EUR,17.99,2.87,,,,,,,Much,,53804,DE,,False,,,,,False,
305-2830508-1426755,305-2830508-1426755,2026-03-28T22:57:07+00:00,2026-03-28T22:57:15+00:00,Pending,Amazon,Amazon.de,,Standard,Spigen Optik Armor Hülle Kompatibel mit Samsung Galaxy A55 5G -Schwarz,ACS07535PAN,B0CQ3S3X5G,,Unshipped,1,EUR,20.99,,,,,,,,Münster,NRW,48153,DE,,False,,,,,False,
305-6858096-3505100,305-6858096-3505100,2026-03-25T10:19:50+00:00,2026-03-25T10:20:29+00:00,Pending,Amazon,Amazon.de,,Standard,"Spigen Schutzhülle für iPhone 17 Pro Max, Ultra-Hybrid, TPU-überzogene Kamerasteuerung, Vergilbungsschutz, kein Magnetring, kristallklar",ACS10033PAN,B0FD25XK76,,Unshipped,1,EUR,13.65,,,,,,,,Pandrup,Nordjylland,9490,DK,,False,,,,,False,
302-7241318-9258733,302-7241318-9258733,2026-03-23T21:37:01+00:00,2026-03-24T01:25:58+00:00,Shipped,Amazon,Amazon.de,,Expedited,Spigen Ultra Hybrid für Samsung Galaxy S26 Ultra Hülle [Anti Vergilbung] Ultra Hybrid Case Handyhülle Transparent Schutzhülle Slim Dünn -Crystal,ACS11030PAN,B0FVBFT41L,,Shipped,1,EUR,16.99,2.44,,,,,1.43,,Wernberg-köblitz,,92533,DE,DE_골라담기 10%_GalaxyS26 Ultra_hyomi_260305,False,,,,,False,
028-4668626-9550751,028-4668626-9550751,2026-03-28T14:34:54+00:00,2026-03-29T09:09:59+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Tough Armor MagFit für Samsung Galaxy S26 Ultra Hülle [XRD-Pad Stoßdämpfung] [Militärgeprüfter Schutz] Case Handyhülle, Kompatibel mit M",ACS11033PAN,B0FVBHT64R,,Shipped,1,EUR,29.99,4.79,,,,,,,Hilchenbach,,57271,DE,,False,,,,,False,
302-6698286-3375521,302-6698286-3375521,2026-03-27T15:01:52+00:00,2026-03-27T18:52:35+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Glas.tR EZ Fit Pro Schutzfolie kompatibel mit Samsung Galaxy S26 Ultra, 2 Stück, inklusive Installationskit, Kratzfest, Kristallklar, 10H+ Hä",AGL11068PAN,B0G7S8J7SJ,,Shipped,1,EUR,23.99,3.83,,,,,,,Weilburg,Deutschland,35781,DE,DE_골라담기 10%_GalaxyS26 Ultra / Galaxy Buds4 Pro/4_yeseo_260327,False,,,,,False,
303-2324145-8548355,303-2324145-8548355,2026-03-01T13:25:08+00:00,2026-03-01T16:02:01+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Glas.tR EZ Fit Pro Schutzfolie kompatibel mit Samsung Galaxy S26 Ultra, 2 Stück, inklusive Installationskit, Kratzfest, Kristallklar, 10H+ Hä",AGL11068PAN,B0G7S8J7SJ,,Shipped,1,EUR,23.99,3.45,,,,,2.02,,Zossen,,15806,DE,PLM-03368c6e-208f-4ebc-9ad4-f82535855c78,False,,,,,False,
303-4050526-6826752,303-4050526-6826752,2026-03-21T14:27:29+00:00,2026-03-22T21:25:43+00:00,Shipped,Amazon,Amazon.de,,Expedited,Spigen Tough Armor Hülle Kompatibel mit Samsung Galaxy S23 Ultra 5G -Black,ACS05623PAN,B0BJSNT7H8,,Shipped,1,EUR,21.99,3.51,,,,,,,Rheinau,Baden-Württemberg,77866,DE,,False,,,,,False,
302-4442555-1271522,302-4442555-1271522,2026-03-14T22:44:26+00:00,2026-03-15T13:38:19+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Schutzhülle für iPhone 17 Pro, Ultra-Hybrid, TPU-überzogene Kamerasteuerung, Anti-Vergilbung, kein Magnetring, Kristallklar",ACS10064PAN,B0FD2GGXR5,,Shipped,1,EUR,9.09,1.45,,,,,,,Bonn,,53111,DE,,False,,,,,False,
302-8979533-8142708,302-8979533-8142708,2026-03-02T14:30:50+00:00,2026-03-03T05:53:19+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen iPhone 17 Pro Hülle [rutschfest] [DURCHDACHTE Details] Liquid Air Case Slim TPU mit Truss-Design, Militärgeprüfter Schutz, Sound Tunnel Tech",ACS09943PAN,B0FD1PBKD8,,Shipped,1,EUR,15.99,2.55,,,,,,,Wunstorf,,31515,DE,,False,,,,,False,
028-9814660-9124324,028-9814660-9124324,2026-03-12T18:36:36+00:00,2026-03-13T03:11:33+00:00,Shipped,Amazon,Amazon.de,,Expedited,Spigen iPhone 17 Hülle [Spigen Premium Qualität] Tough Armor MagFit Case Handyhülle mit Kickstand Kompatibel mit MagSafe -Gunmetal,ACS09985PAN,B0FD1ZN2DL,,Shipped,1,EUR,29.74,4.66,,,,,0.48,,Schenklengsfeld,Hessen,36277,DE,DE_골라담기 상시진행 5%_iPhone 17_251002,False,,,,,False,
306-2187498-1036329,306-2187498-1036329,2026-03-17T21:11:15+00:00,2026-03-18T01:20:39+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Ultra Hybrid MagFit für Samsung Galaxy S25 Ultra Hülle mit [Anti-Vergilbung], [Air Cushion Tech], MagSafe kompatibel -Clear White",ACS08956PAN,B0DJ9TQLD1,,Shipped,1,EUR,30.24,5.04,,,,,,,Unterolberndorf,,2123,AT,,False,,,,,False,
304-4720747-9886709,304-4720747-9886709,2026-03-03T01:51:23+00:00,2026-03-03T22:51:44+00:00,Cancelled,Amazon,Amazon.de,,Expedited,"Spigen Urban Fit MagFit Magnetischer Kartenhalter 3-Karten Kompatibel mit magnetischer Hülle Entwickelt für Samsung Galaxy S26,S26+,S26 Ultra, S25 S",AFA09208PAN,B0DNH37LC9,,Cancelled,0,,,,,,,,,,Köln,,50937,DE,,False,,,,,False,
306-1178743-9653113,306-1178743-9653113,2026-03-13T19:40:09+00:00,2026-03-13T19:41:19+00:00,Pending,Amazon,Amazon.de,,Standard,"Spigen Ultra Hybrid MagFit für Samsung Galaxy S26 Ultra Hülle [Neo One Edition] [Hightech-Design] Case Handyhülle, Kompatibel mit MagSafe Zubehör",ACS10963PAN,B0FVBKD8N9,,Unshipped,1,EUR,23.53,,,,,,,,Taastrup,Denmark,2630,DK,DE_골라담기 10%_GalaxyS26 Ultra_hyomi_260305,False,,,,,False,
304-6984036-1389128,304-6984036-1389128,2026-03-06T08:10:56+00:00,2026-03-06T19:28:42+00:00,Shipped,Amazon,Amazon.de,,Expedited,Spigen für iPhone 16 Pro Hülle [Anti-Yellowing] Ultra Hybrid MagFit Case Handyhülle Transparent Dünn Slim Kompatibel mit MagSafe -Frost Clear,ACS08133PAN,B0D21X1FP9,,Shipped,1,EUR,22.99,3.67,,,,,,,Voerde (niederrhein),Nordrhein-Westfalen,46562,DE,,False,,,,,False,
305-1945181-5472309,305-1945181-5472309,2026-03-26T20:55:18+00:00,2026-03-27T04:00:54+00:00,Shipped,Amazon,Amazon.de,,Expedited,Spigen Liquid Air Hülle Kompatibel mit Samsung Galaxy S23 Ultra 5G -Schwarz,ACS05614PAN,B0BJSB91LK,,Shipped,1,EUR,15.99,2.55,,,,,,,Linden,Rheinland Pfalz,66851,DE,,False,,,,,False,
305-8098697-6210718,305-8098697-6210718,2026-03-24T12:19:36+00:00,2026-03-24T23:34:38+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Tough Armor (AI) MagFit Hülle für iPhone 16, Kompatibel mit MagSafe Zubehör -Frost Black",ACS08515PAN,B0D79ZVNFL,,Shipped,1,EUR,30.99,4.95,,,,,,,Ludwigsburg,,71636,DE,,False,,,,,False,
028-0469825-5121163,028-0469825-5121163,2026-03-11T16:17:59+00:00,2026-03-12T08:51:15+00:00,Shipped,Amazon,Amazon.de,,Standard,"Spigen NanoPop MagFit Hülle für Google Pixel 10 und Pixel 10 Pro, Kompatibel Mit Pixelsnap und MagSafe [2025 Neue Funktion] [Made for Google] -Blueb",ACS09711PAN,B0F49G9S89,,Shipped,1,EUR,21.78,3.93,3.32,,,,,3.32,LJUBLJANA,,1000,SI,,False,,,,,False,
028-0261859-2341127,028-0261859-2341127,2026-03-06T08:39:06+00:00,2026-03-08T20:50:06+00:00,Shipped,Amazon,Amazon.de,,Expedited,Spigen Liquid Air Hülle Kompatibel mit Google Pixel 10 und Pixel 10 Pro [Made for Google] -Schwarz,ACS09714PAN,B0F49GLLY8,,Shipped,1,EUR,14.99,2.39,,,,,,,Düren,,52351,DE,,False,,,,,False,
306-0362521-4073917,306-0362521-4073917,2026-03-07T15:45:50+00:00,2026-03-08T00:09:04+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Schutzhülle für iPhone 17 Pro, Ultra-Hybrid, TPU-überzogene Kamerasteuerung, Anti-Vergilbung, kein Magnetring, Kristallklar",ACS10064PAN,B0FD2GGXR5,,Shipped,1,EUR,12.99,2.07,,,,,,,Kamen,Nordrhein-Westfalen,59174,DE,,False,,,,,False,
028-4870950-5637153,028-4870950-5637153,2026-03-09T22:09:46+00:00,2026-03-10T06:28:25+00:00,Cancelled,Amazon,Amazon.de,,Standard,"Spigen iPhone 17e / iPhone 16e Hülle [rutschfest] Liquid Air Case Slim TPU mit Truss-Design, Militärgeprüfter Schutz -Matte Black",ACS09161PAN,B0DKWKYBLZ,,Cancelled,0,,,,,,,,,,Santa Venera,,SVR 1935,MT,,False,,,,,False,
306-8351458-5165168,306-8351458-5165168,2026-03-12T02:49:48+00:00,2026-03-12T11:16:45+00:00,Shipped,Amazon,Amazon.de,,Standard,Spigen Lite Fit Ersatzarmband Kompatibel mit Google Pixel Watch 4/3 45mm (2025/2024) Nylon Solo Loop Armband - Schwarz,AMP07601PAN,B0D3KZJW68,,Shipped,1,EUR,15.16,3.03,2.93,,,,,2.93,Vukovar,Vukovarsko-srijemska županija,32000,HR,,False,,,,,False,
304-4384704-3397120,304-4384704-3397120,2026-03-29T15:43:52+00:00,2026-03-30T00:40:10+00:00,Shipped,Amazon,Amazon.de,,Expedited,Spigen Liquid Air Hülle Kompatibel mit Samsung Galaxy S23 5G -Schwarz,ACS05712PAN,B0BJRJX8Z4,,Shipped,1,EUR,16.0,2.55,,,,,,,Kißlegg,,88353,DE,,False,,,,,False,
303-0555007-9716363,303-0555007-9716363,2026-03-14T13:23:03+00:00,2026-03-14T13:23:13+00:00,Pending,Amazon,Amazon.de,,Expedited,Spigen Liquid Air Hülle Kompatibel mit Google Pixel 9a -Navy Blue,ACS09040PAN,B0DJCJ2HW8,,Unshipped,1,EUR,12.85,,,,,,,,Wien,,1030,AT,,False,,,,,False,
303-0762614-7189967,303-0762614-7189967,2026-03-03T21:32:51+00:00,2026-03-03T21:35:08+00:00,Pending,Amazon,Amazon.de,,Expedited,"Spigen Parallax MagFit Hülle für Google Pixel 10 und Pixel 10 Pro, Kompatibel Mit Pixelsnap und MagSafe [2025 Neue Funktion] -Midnight Blue",ACS09710PAN,B0F49GQVQ3,,Unshipped,1,EUR,24.99,,,,,,,,Heidesheim am Rhein,Rheinland-Pfalz,55262,DE,,False,,,,,False,
305-5885962-0093948,305-5885962-0093948,2026-03-27T13:43:07+00:00,2026-03-28T10:32:12+00:00,Cancelled,Amazon,Amazon.de,,Standard,Spigen Tough Armor Hülle Kompatibel mit Samsung Galaxy S23 Plus 5G -Black,ACS05672PAN,B0BJSB4JTG,,Cancelled,0,,,,,,,,,,Wipperfürth,NRW,51688,DE,,False,,,,,False,
302-9982356-3089121,302-9982356-3089121,2026-03-23T22:00:21+00:00,2026-03-24T19:10:13+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Glas.tR AlignMaster S Schutzfolie kompatibel mit iPhone 17 Pro, 2 Stück, Präzise Berührung, Kratzfest, 9H Härte Folie",AGL11323PAN,B0G3P27ZW2,,Shipped,1,EUR,19.99,2.71,,,,,2.52,,Rothenstein,,07751,DE,PLM-f96505a1-357a-4418-9b06-acf2e22101af,False,,,,,False,
302-4715432-4173162,302-4715432-4173162,2026-03-07T15:07:32+00:00,2026-03-07T15:07:41+00:00,Pending,Amazon,Amazon.de,,Standard,"Spigen Liquid Air für Samsung Galaxy S26 Hülle [rutschfest] Slim TPU mit Truss-Design, Militärgeprüfter Schutz, Sound Tunnel Technologie Case Hand",ACS11054PAN,B0FVB2PF8R,,Unshipped,1,EUR,16.99,,,,,,,,Grimburg,,54413,DE,,False,,,,,False,
304-2990605-1167543,304-2990605-1167543,2026-03-04T03:02:23+00:00,2026-03-05T15:57:04+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Liquid Air MagFit für Samsung Galaxy S26 Ultra Hülle [rutschfest] Slim TPU mit Truss-Design, Militärgeprüfter Schutz Case Handyhülle, Komp",ACS11024PAN,B0FVBMCTG6,,Shipped,1,EUR,16.8,,16.35,,,,,,Hafnarfjörður,,220,IS,,False,,,,,False,
302-0787298-3444320,302-0787298-3444320,2026-03-01T17:59:05+00:00,2026-03-01T18:03:19+00:00,Cancelled,Amazon,Amazon.de,,Standard,"Spigen Urban Fit Hülle MacBook Pro 14 Zoll Case Kompatibel mit M5 (2025), M4 / M4 Pro / M4 Max (2024), M3 / M3 Pro / M3 Max / M2 Pro / M2 Max / M1 Pr",ACS04213PAN,B09R2KCXD2,,Cancelled,0,,,,,,,,,,Olomouc,Czech republic,77900,CZ,,False,,,,,False,
305-1380594-8223507,305-1380594-8223507,2026-03-10T08:12:50+00:00,2026-03-10T12:39:11+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Glas.tR EZ Fit Optik Pro Kameraschutz kompatibel mit iPhone 17, iPhone 16, iPhone 16 Plus, 2 Stück, Schwarz, Individuelle Kameraprotektion, 9H",AGL07921PAN,B0D84T69WG,,Shipped,1,EUR,14.39,2.27,,,,,0.18,,Golchen,Mecklenburg-Vorpommern,17089,DE,DE_골라담기 상시진행 5%_iPhone 17_251002,False,,,,,False,
304-4522053-6738730,304-4522053-6738730,2026-03-02T10:18:43+00:00,2026-03-03T10:47:12+00:00,Shipped,Amazon,Amazon.de,,Standard,"Spigen Liquid Air für Samsung Galaxy S26 Hülle mit [Stoßdämpfender Schutz], leichtes TPU, Anti-Rutsch Design -Schwarz",ACS11054PAN,B0FVB2PF8R,,Shipped,1,EUR,17.28,2.7,4.65,0.81,,,1.43,,Riga,,LV-1029,LV,DE_골라담기 10%_GalaxyS26_hyomi_260225_2,False,,,,,False,
304-7271386-9524302,304-7271386-9524302,2026-03-13T22:55:57+00:00,2026-03-13T22:56:07+00:00,Pending,Amazon,Amazon.de,,Expedited,"Spigen Tough Armor (AI) MagFit für Samsung Galaxy S25 Hülle mit [Stoßdämpfendes Pad], [verstellbarem Kickstand], MagSafe kompatibel -Schwarz",ACS09008PAN,B0DJ9VF2M6,,Unshipped,1,EUR,22.94,,,,,,,,Engstingen,,72829,DE,,False,,,,,False,
304-3659642-3756367,304-3659642-3756367,2026-03-18T09:39:49+00:00,2026-03-18T21:09:45+00:00,Shipped,Amazon,Amazon.de,,Standard,"Spigen Liquid Air für Samsung Galaxy S25 Hülle mit [Stoßdämpfender Schutz], leichtes TPU, Anti-Rutsch Design -Schwarz",ACS09000PAN,B0DJ9T95PZ,,Shipped,1,EUR,13.99,2.23,1.0,0.16,,,,,Bielefeld,,33605,DE,,False,,,,,False,
305-5782398-4250761,305-5782398-4250761,2026-03-13T09:25:46+00:00,2026-03-13T12:11:14+00:00,Shipped,Amazon,Amazon.de,,Standard,"Spigen Glas.tR EZ Fit Optik Kameraschutz kompatibel mit Google Pixel 10 Pro, 2 Stück, Kristallklar, Rundumschutz, Anti-Kratzer, 9H Härte Schutzfolie",AGL09662PAN,B0FBDQ73HY,,Shipped,1,EUR,13.54,2.57,1.33,,,,0.23,1.33,Kos,Dodekanisa,85300,GR,DE_골라담기 상시진행_5%_Pixel 10 Pro / 10_250923,False,,,,,False,
303-5798269-2625908,303-5798269-2625908,2026-03-16T13:49:11+00:00,2026-03-17T08:28:54+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Glas.tR EZ Fit Pro Schutzfolie kompatibel mit Samsung Galaxy Z Fold7, 2 Stück, für externe Display, Kratzfest, Hüllenfreundlich, Touch reakt",AGL09576PAN,B0F8RDXNY5,,Shipped,1,EUR,17.54,2.8,,,,,,,Göppingen,,73037,DE,,False,,,,,False,
304-5394631-1276367,304-5394631-1276367,2026-03-19T23:00:07+00:00,2026-03-20T03:20:47+00:00,Shipped,Amazon,Amazon.de,,Standard,"Spigen Glas.tR EZ Fit Optik Pro Kameraschutz kompatibel mit Samsung Galaxy S26 Ultra, 2 Stück, Schwarz, Individuelle Kameraprotektion, Anti-Kratzer,",AGL11071PAN,B0G7STMFKY,,Shipped,1,EUR,20.99,3.35,,,,,,,München,,80798,DE,,False,,,,,False,
028-6042286-6505916,028-6042286-6505916,2026-03-18T17:59:53+00:00,2026-03-19T01:17:03+00:00,Shipped,Amazon,Amazon.de,,Expedited,Spigen für iPhone 15 Pro Ultra Hybrid Hülle [Anti-Yellowing] Case Handyhülle Schutzhülle Cover Transparent Durchsichtig Dünn Slim -Crystal Clear,ACS06707PAN,B0C5S8CDT2,,Shipped,1,EUR,12.78,1.86,,,,,,,Luxembourg,Luxembourg,1845,LU,,False,,,,,False,
303-9618875-3554705,303-9618875-3554705,2026-03-17T19:31:51+00:00,2026-03-18T01:22:17+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Schutzhülle für iPhone 17 Pro Max, Ultra-Hybrid, TPU-überzogene Kamerasteuerung, Vergilbungsschutz, kein Magnetring, kristallklar",ACS10033PAN,B0FD25XK76,,Shipped,1,EUR,13.1,2.18,,,,,,,Wien,,1220,AT,,False,,,,,False,
304-3286088-1375567,304-3286088-1375567,2026-03-19T16:27:16+00:00,2026-03-19T16:32:35+00:00,Cancelled,Amazon,Amazon.de,,Expedited,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit iPhone 17 Pro, iPhone 17, iPhone 16 Pro, 2 Stück, Kratzfest, inklusive Installationskit, Kristallkla",AGL07928EUPB,B0D84YX465,,Cancelled,0,,,,,,,,,,Duisburg,,47055,DE,,False,,,,,False,
028-2753161-1221132,028-2753161-1221132,2026-03-01T19:42:42+00:00,2026-03-01T19:42:53+00:00,Pending,Amazon,Amazon.de,,Standard,Spigen Essential Cryomax MagFit Qi2.2 25W MagSafe Autohalterung mit Ladefunktion 【Peltier Kühler】 Kabelloses Ladegerät [inkl. 1m Ladekabel] Komp,ACP10511PAN,B0FPTKNYP3,,Unshipped,1,EUR,35.2,,,,,,,,Budapest,Pest,1077,HU,,False,,,,,False,
305-2813154-1317900,305-2813154-1317900,2026-03-20T23:25:43+00:00,2026-03-21T12:34:29+00:00,Pending,Amazon,Amazon.de,,Expedited,Spigen Ultra Hybrid MagFit für Samsung Galaxy S26 Ultra Hülle [Anti Vergilbung] Case Handyhülle Transparent Kompatibel mit MagSafe -Frost Black,ACS10960PAN,B0FVBKG9ZP,,Unshipped,1,EUR,24.99,,,,,,,,Hamburg,,21073,DE,DE_골라담기 10%_GalaxyS26 Ultra_hyomi_260305,False,,,,,False,
028-8614016-4903525,028-8614016-4903525,2026-03-22T15:56:09+00:00,2026-03-23T11:28:35+00:00,Shipped,Amazon,Amazon.de,,Expedited,"Spigen Armband Dynamic Shield [Ultra-Leicht] Handytasche Joggen Handy Handyhalterung Universal [Schnelltrocknend] Kompatibel mit iPhone, Samsung Galax",AMP04617PAN,B09Y8NTZ1Y,,Shipped,1,EUR,14.99,2.39,,,,,,,Kaarst,,41564,DE,,False,,,,,False,
028-9122629-4772343,028-9122629-4772343,2026-03-02T22:50:09+00:00,2026-03-02T22:53:25+00:00,Pending,Amazon,Amazon.de,,Standard,Spigen Ultra Hybrid S MagFit Hülle Kompatibel mit Samsung Galaxy S26 Ultra -Clear White,ACS11032PAN,B0FVBPTQT2,,Unshipped,1,EUR,29.99,,,,,,,,Bad Pyrmont,,31812,DE,PLM-0f843eda-34cd-415e-804c-fa1adf4c9c50,False,,,,,False,
